Name,Glasanteil_Süd_[%],Klimaszenario,Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],Glasanteil_Nord_[%],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Investitionskosten_[EUR],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR],Heizenergie_[kWh/Jahr]
r6n10021,52.39,2060 warmer Sommer mit Klimaschutz,10.55,39.4,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1116,39.4,1571,2060 warmer Sommer mit Klimaschutz,r6n10021,7.44,0.777,38540,75188,506051.1,19810,231068.2,35088.4,506051.1,75188
r6n10022,99.82,2060 Durchschnittsjahr mit Klimaschutz,24.33,59.75,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1979,59.75,2307.9,2060 Durchschnittsjahr mit Klimaschutz,r6n10022,7.313,1.375,34984.7,68155.2,569273.6,14331,210410.5,31977.4,569273.6,68155.2
r6n10023,65.47,2060 Durchschnittsjahr mit Klimaschutz,9.706,2.797,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1317,2.797,2977.6,2060 Durchschnittsjahr mit Klimaschutz,r6n10023,7.4,0.4762,28439.8,67378.6,512834.7,21445,218344.7,33461.1,512834.7,67378.6
r6n10024,12.83,2060 Durchschnittsjahr mit Klimaschutz,43.98,87.64,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1681,87.64,2810.6,2060 Durchschnittsjahr mit Klimaschutz,r6n10024,7.462,1.343,32124.1,76155.8,540391.1,15110.2,219875.4,33005.7,540391.1,76155.8
r6n10025,48.58,2000 Durchschnittsjahr,27.64,75.04,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1115,75.04,2818.7,2000 Durchschnittsjahr,r6n10025,7.62,1.301,23241.8,92777.6,526402.2,14957.1,234536.3,34247.4,526402.2,92777.6
r6n10026,22.01,2000 Durchschnittsjahr,11.51,96.75,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.161,96.75,2135.1,2000 Durchschnittsjahr,r6n10026,7.616,0.9051,21581.1,78493.7,485569.9,18413.3,222308.7,33246.8,485569.9,78493.7
r6n10027,55.28,2060 warmer Sommer mit Klimaschutz,40.59,15.37,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1356,15.37,901.9,2060 warmer Sommer mit Klimaschutz,r6n10027,7.331,1.029,43018.9,69598.8,536328.4,15436.4,219053.3,33403.5,536328.4,69598.8
r6n10028,64.52,2060 warmer Sommer mit Klimaschutz,52.31,47.61,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1062,47.61,1859.5,2060 warmer Sommer mit Klimaschutz,r6n10028,7.41,1.732,47565.6,83836.4,584290.2,13133.4,235030,35078.6,584290.2,83836.4
r6n10029,92.28,2060 warmer Sommer mit Klimaschutz,31.75,39.39,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1455,39.39,1949.1,2060 warmer Sommer mit Klimaschutz,r6n10029,7.319,1.343,45413.1,71301.2,570378.2,14067.1,220100.8,33449.4,570378.2,71301.2
r6n10030,63.98,2000 Durchschnittsjahr,61.44,68.72,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1284,68.72,436.7,2000 Durchschnittsjahr,r6n10030,7.502,2.03,30412.3,92807.4,593656,12299.6,234089,34164.9,593656,92807.4
r6n10031,20.49,2000 Durchschnittsjahr,52.23,19.07,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.177,19.07,2649.5,2000 Durchschnittsjahr,r6n10031,7.486,1.063,23837.5,71397.4,511938.8,15672.4,210054.1,31644.2,511938.8,71397.4
r6n10032,5.529,2000 Durchschnittsjahr,21.52,84.67,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1298,84.67,90.05,2000 Durchschnittsjahr,r6n10032,7.546,1.102,22907.5,84399.7,465639.2,18915,231226.9,34351.5,465639.2,84399.7
r6n10033,72.65,2060 warmer Sommer mit Klimaschutz,48.66,12.97,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1419,12.97,2482.2,2060 warmer Sommer mit Klimaschutz,r6n10033,7.314,1.345,45995,70418.6,578434.8,14059.8,219356.8,33389.7,578434.8,70418.6
r6n10034,99.58,2060 warmer Sommer mit Klimaschutz,89.38,62.05,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1712,62.05,1533.2,2060 warmer Sommer mit Klimaschutz,r6n10034,7.387,2.431,62169.4,83805.2,672257.5,10199.4,238476.2,35697.6,672257.5,83805.2
r6n10035,2.076,2000 Durchschnittsjahr,63.49,21.62,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1966,21.62,38.68,2000 Durchschnittsjahr,r6n10035,7.381,1.077,26453.7,68903.6,496020,15953.4,209082.8,31677.7,496020,68903.6
r6n10036,29.26,2060 warmer Sommer mit Klimaschutz,90.81,51.6,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1786,51.6,1499,2060 warmer Sommer mit Klimaschutz,r6n10036,7.37,1.922,54134,77012.4,616561.6,11617.4,227903.9,34370.7,616561.6,77012.4
r6n10037,10.18,2000 Durchschnittsjahr,24.42,73.1,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1162,73.1,1387.6,2000 Durchschnittsjahr,r6n10037,7.67,0.8998,21654.8,88776.1,493867.7,18192.5,234517.7,34576.8,493867.7,88776.1
r6n10038,11.14,2060 Durchschnittsjahr mit Klimaschutz,35.91,81.24,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1508,81.24,943.6,2060 Durchschnittsjahr mit Klimaschutz,r6n10038,7.467,1.123,30622.2,76000.2,507078.1,16298.2,220927.7,33206.9,507078.1,76000.2
r6n10039,48.36,2060 Durchschnittsjahr mit Klimaschutz,31.67,1.191,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1234,1.191,1368,2060 Durchschnittsjahr mit Klimaschutz,r6n10039,7.424,0.6718,29838.3,72391,515713.8,18004.7,219120.2,33183.6,515713.8,72391
r6n10040,41.62,2060 Durchschnittsjahr mit Klimaschutz,78.72,50.58,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1615,50.58,2977.9,2060 Durchschnittsjahr mit Klimaschutz,r6n10040,7.433,1.91,40574.1,80067.7,602372.7,12437,224916.6,33582.5,602372.7,80067.7
r6n10041,30.35,2000 Durchschnittsjahr,90.54,61.39,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1765,61.39,1977.8,2000 Durchschnittsjahr,r6n10041,7.54,2.025,32904.3,88365.8,603428.7,11566.3,228837.7,33594.5,603428.7,88365.8
r6n10042,85.62,2000 Durchschnittsjahr,26.26,44.58,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1186,44.58,2375.3,2000 Durchschnittsjahr,r6n10042,7.544,1.288,24718.9,86705,533934.6,14548.9,227265.9,33451.3,533934.6,86705
r6n10043,85.56,2060 Durchschnittsjahr mit Klimaschutz,10.55,4.593,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1899,4.593,606.2,2060 Durchschnittsjahr mit Klimaschutz,r6n10043,7.229,0.599,30474,55730.3,499264.1,18871,200698.8,31272.3,499264.1,55730.3
r6n10044,37.94,2060 Durchschnittsjahr mit Klimaschutz,67.31,91.82,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1539,91.82,2993.6,2060 Durchschnittsjahr mit Klimaschutz,r6n10044,7.467,1.999,39214.5,84928.2,593263,12438.2,230050.2,34097,593263,84928.2
r6n10045,17.1,2060 warmer Sommer mit Klimaschutz,10.68,72.13,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1349,72.13,1857,2060 warmer Sommer mit Klimaschutz,r6n10045,7.445,0.7265,37131.8,70938.7,490605.9,20902,226990.8,34712.1,490605.9,70938.7
r6n10046,36.53,2060 Durchschnittsjahr mit Klimaschutz,47.34,42.11,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.158,42.11,421.9,2060 Durchschnittsjahr mit Klimaschutz,r6n10046,7.369,1.285,33622.9,72012.3,520445.2,15010.2,215535.6,32573.8,520445.2,72012.3
r6n10047,12.11,2060 Durchschnittsjahr mit Klimaschutz,14.88,96.92,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1621,96.92,995,2060 Durchschnittsjahr mit Klimaschutz,r6n10047,7.471,0.8656,28339.3,71922.6,481853.2,19117.4,219645.1,33316.5,481853.2,71922.6
r6n10048,66.05,2060 warmer Sommer mit Klimaschutz,54.66,32.47,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1276,32.47,483.1,2060 warmer Sommer mit Klimaschutz,r6n10048,7.33,1.622,48182.8,76728.1,565256.5,13297,227019.9,34236,565256.5,76728.1
r6n10049,49.76,2060 Durchschnittsjahr mit Klimaschutz,21.41,87.7,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1163,87.7,1130.5,2060 Durchschnittsjahr mit Klimaschutz,r6n10049,7.49,1.498,31064.6,84555.7,520754.5,15698.2,230568.1,34220.7,520754.5,84555.7
r6n10050,22.2,2000 Durchschnittsjahr,67.93,27.51,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.156,27.51,426.1,2000 Durchschnittsjahr,r6n10050,7.477,1.414,27318.5,79636.9,543028.7,13946.1,219104.9,32578.6,543028.7,79636.9
r6n10051,40.92,2060 warmer Sommer mit Klimaschutz,94.55,20.72,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1784,20.72,1429.7,2060 warmer Sommer mit Klimaschutz,r6n10051,7.34,1.764,54938.3,74036.4,622610.1,11725.1,224943.6,34088.6,622610.1,74036.4
r6n10052,5.468,2060 Durchschnittsjahr mit Klimaschutz,98.86,92.97,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1055,92.97,2560.1,2060 Durchschnittsjahr mit Klimaschutz,r6n10052,7.566,2.062,43160.3,98882.9,609953.5,11507.1,247788.1,36110.7,609953.5,98882.9
r6n10053,84.6,2000 Durchschnittsjahr,68.87,3.024,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.102,3.024,2297.2,2000 Durchschnittsjahr,r6n10053,7.532,1.645,29786.9,93087.1,589094.6,12632.4,234658.3,34243.4,589094.6,93087.1
r6n10054,22.11,2060 warmer Sommer mit Klimaschutz,16.68,57.22,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1901,57.22,1318.6,2060 warmer Sommer mit Klimaschutz,r6n10054,7.324,0.7451,37666.6,58904.7,492444.6,20048.7,211076.7,32865.1,492444.6,58904.7
r6n10055,18.45,2000 Durchschnittsjahr,62.89,79.88,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1407,79.88,1735.7,2000 Durchschnittsjahr,r6n10055,7.577,1.979,27100.8,90252.8,562258.8,13262.3,230714.3,33773.4,562258.8,90252.8
r6n10056,48.01,2060 Durchschnittsjahr mit Klimaschutz,15.71,97.32,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1073,97.32,1793.6,2060 Durchschnittsjahr mit Klimaschutz,r6n10056,7.529,1.243,30295.9,87908.6,521641,16415.9,235497.1,34823.7,521641,87908.6
r6n10057,3.287,2060 warmer Sommer mit Klimaschutz,80.73,35.66,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1792,35.66,278.5,2060 warmer Sommer mit Klimaschutz,r6n10057,7.31,1.471,48767.1,70167.1,553131.2,13637.4,219960.4,33518.4,553131.2,70167.1
r6n10058,36.27,2060 Durchschnittsjahr mit Klimaschutz,27.63,89.49,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.131,89.49,278.8,2060 Durchschnittsjahr mit Klimaschutz,r6n10058,7.421,1.598,31890.3,81069.7,502783.1,15540.9,226520.7,33786.2,502783.1,81069.7
r6n10059,19.64,2000 Durchschnittsjahr,71.86,75.81,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.193,75.81,831.9,2000 Durchschnittsjahr,r6n10059,7.518,1.768,29389.1,83468.6,585908.7,12684.5,222758.3,32913.9,585908.7,83468.6
r6n10060,86.2,2000 Durchschnittsjahr,61.23,27.75,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1587,27.75,2747.2,2000 Durchschnittsjahr,r6n10060,7.465,1.754,30277.2,81591.7,577467.8,12592.4,220827.8,32724.5,577467.8,81591.7
r6n10061,78.38,2060 warmer Sommer mit Klimaschutz,54.65,94.48,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1033,94.48,2201.9,2060 warmer Sommer mit Klimaschutz,r6n10061,7.431,2.181,51651.9,90895.3,611919.2,11751.8,243622,36029.2,611919.2,90895.3
r6n10062,6.671,2000 Durchschnittsjahr,59.09,59.07,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1526,59.07,789.9,2000 Durchschnittsjahr,r6n10062,7.548,1.406,25493.4,82785.4,536655.4,14635.3,223097.6,33031.2,536655.4,82785.4
r6n10063,19.9,2060 warmer Sommer mit Klimaschutz,59.43,6.453,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1443,6.453,1549.6,2060 warmer Sommer mit Klimaschutz,r6n10063,7.345,1.039,43523.3,68298.1,546289.4,15691.2,218219,33362.4,546289.4,68298.1
r6n10064,74.74,2060 warmer Sommer mit Klimaschutz,22.4,86.39,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1411,86.39,2342,2060 warmer Sommer mit Klimaschutz,r6n10064,7.376,1.658,43705.6,76105.1,556696.5,14245,225271.8,33975.2,556696.5,76105.1
r6n10065,29.45,2060 warmer Sommer mit Klimaschutz,74.34,27.96,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1642,27.96,2846.2,2060 warmer Sommer mit Klimaschutz,r6n10065,7.337,1.536,48549.9,71841.7,593065.3,13173.4,221036.7,33571.9,593065.3,71841.7
r6n10066,67.43,2060 warmer Sommer mit Klimaschutz,48.54,36.32,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1898,36.32,2961.2,2060 warmer Sommer mit Klimaschutz,r6n10066,7.281,1.496,46546.1,66455.7,584962.1,13595.6,214012.3,32763,584962.1,66455.7
r6n10067,92.64,2000 Durchschnittsjahr,96.64,47.17,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1871,47.17,678.2,2000 Durchschnittsjahr,r6n10067,7.476,2.343,39895.6,90920.4,644321,10262.2,233804.6,34271.1,644321,90920.4
r6n10068,50.19,2060 warmer Sommer mit Klimaschutz,36.34,2.013,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1587,2.013,1723.5,2060 warmer Sommer mit Klimaschutz,r6n10068,7.293,0.7411,41049.6,61953.3,532618.4,16867.9,211102.4,32616.4,532618.4,61953.3
r6n10069,83.24,2060 warmer Sommer mit Klimaschutz,1.904,80.08,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1469,80.08,2135.3,2060 warmer Sommer mit Klimaschutz,r6n10069,7.364,1.269,40617.2,70886.4,529342.1,16903.3,221821.9,33791.9,529342.1,70886.4
r6n10070,9.683,2060 Durchschnittsjahr mit Klimaschutz,61.89,17.76,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.177,17.76,1869.8,2060 Durchschnittsjahr mit Klimaschutz,r6n10070,7.389,1.1,33172.6,66821.9,540147.6,15982.3,210664,32133.5,540147.6,66821.9
r6n10071,45.01,2060 warmer Sommer mit Klimaschutz,85.03,78.88,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1148,78.88,2762.6,2060 warmer Sommer mit Klimaschutz,r6n10071,7.439,2.465,54861.8,89942.6,632870.9,11064.5,243146.4,36023.2,632870.9,89942.6
r6n10072,26.61,2000 Durchschnittsjahr,59.03,93.53,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1129,93.53,1532.8,2000 Durchschnittsjahr,r6n10072,7.611,2.083,27237.9,98509.1,569006.9,12962.2,240348.1,34810.8,569006.9,98509.1
r6n10073,97.09,2000 Durchschnittsjahr,83.15,86.38,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1219,86.38,2176.9,2000 Durchschnittsjahr,r6n10073,7.543,2.8,37439.2,102083.8,645204.7,10200.7,245864.5,35500.6,645204.7,102083.8
r6n10074,1.471,2060 warmer Sommer mit Klimaschutz,49.98,95.82,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1831,95.82,1699.8,2060 warmer Sommer mit Klimaschutz,r6n10074,7.386,1.392,43716.3,72333.2,544430.1,14609.9,221320,33581.9,544430.1,72333.2
r6n10075,46.79,2000 Durchschnittsjahr,92.88,38,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1242,38,2267.3,2000 Durchschnittsjahr,r6n10075,7.559,2.026,33174.3,94408.8,611244.6,11473.6,236217.5,34412.6,611244.6,94408.8
r6n10076,32.26,2060 warmer Sommer mit Klimaschutz,31.1,91.96,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1043,91.96,1176.8,2060 warmer Sommer mit Klimaschutz,r6n10076,7.474,1.358,42365.7,86080.5,529538.9,14921.5,237873.7,35400.8,529538.9,86080.5
r6n10077,42.08,2060 warmer Sommer mit Klimaschutz,80.31,84.76,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1879,84.76,551.3,2060 warmer Sommer mit Klimaschutz,r6n10077,7.366,2.074,54576.9,79761,612419.3,11277.7,230917.4,34681.7,612419.3,79761
r6n10078,48.38,2060 Durchschnittsjahr mit Klimaschutz,78.9,57.12,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1697,57.12,1433.9,2060 Durchschnittsjahr mit Klimaschutz,r6n10078,7.422,2.013,41954.6,80265.2,598863,12141.8,225455.1,33662.5,598863,80265.2
r6n10079,66.03,2000 Durchschnittsjahr,23.78,27.31,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1632,27.31,2068.3,2000 Durchschnittsjahr,r6n10079,7.481,0.9465,23224.3,71605.6,501252.8,16131.8,210771.5,31755,501252.8,71605.6
r6n10080,24.03,2060 warmer Sommer mit Klimaschutz,60.84,93.79,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1997,93.79,763,2060 warmer Sommer mit Klimaschutz,r6n10080,7.354,1.789,48313.8,74145,568223,12795.5,223025.5,33736.3,568223,74145
r6n10081,97.13,2000 Durchschnittsjahr,49.06,75.12,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1369,75.12,2851.2,2000 Durchschnittsjahr,r6n10081,7.508,2.023,30231.6,90829.9,585354.9,12162,231319.8,33833.8,585354.9,90829.9
r6n10082,99.47,2000 Durchschnittsjahr,34.19,1.497,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1654,1.497,249.4,2000 Durchschnittsjahr,r6n10082,7.335,0.9675,27586.8,70736.6,522719.6,14744.8,209823.1,31657.9,522719.6,70736.6
r6n10083,40.9,2060 Durchschnittsjahr mit Klimaschutz,16.86,44.75,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1982,44.75,528.1,2060 Durchschnittsjahr mit Klimaschutz,r6n10083,7.318,0.7949,29109.1,59336.3,482478.1,18991.7,204507.6,31653.9,482478.1,59336.3
r6n10084,95.44,2000 Durchschnittsjahr,5.438,46.67,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1716,46.67,1326.7,2000 Durchschnittsjahr,r6n10084,7.47,0.9525,23927.9,70719.4,513292.9,16797.6,211310,31925.1,513292.9,70719.4
r6n10085,18.23,2000 Durchschnittsjahr,67.81,47.57,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1087,47.57,2428.1,2000 Durchschnittsjahr,r6n10085,7.61,1.587,26304.8,95117.7,572390.3,13627.6,236841.7,34465.3,572390.3,95117.7
r6n10086,16.74,2060 Durchschnittsjahr mit Klimaschutz,34.83,94.25,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1676,94.25,2359.7,2060 Durchschnittsjahr mit Klimaschutz,r6n10086,7.463,1.207,31021.7,75442.8,528147.5,15610.6,219241.3,32951.7,528147.5,75442.8
r6n10087,81.78,2060 warmer Sommer mit Klimaschutz,3.713,19.46,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1572,19.46,1556.6,2060 warmer Sommer mit Klimaschutz,r6n10087,7.286,0.6453,38949.6,60181.8,510325.6,19840,213034.4,33109.1,510325.6,60181.8
r6n10088,33.72,2000 Durchschnittsjahr,99.63,34.09,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1492,34.09,708.7,2000 Durchschnittsjahr,r6n10088,7.522,1.897,34193.1,89829.6,608218.9,11515,231305.1,33914.5,608218.9,89829.6
r6n10089,63.59,2000 Durchschnittsjahr,51.64,85.92,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1654,85.92,1054.2,2000 Durchschnittsjahr,r6n10089,7.505,2.058,29039.4,86613.3,587192.9,12547.9,226146.4,33258.6,587192.9,86613.3
r6n10090,72.05,2060 warmer Sommer mit Klimaschutz,24.43,82.47,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1316,82.47,689.8,2060 warmer Sommer mit Klimaschutz,r6n10090,7.369,1.656,44080.3,77573.5,540691.9,14229.4,227258.2,34208.8,540691.9,77573.5
r6n10091,85.95,2060 warmer Sommer mit Klimaschutz,42.01,23.45,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1902,23.45,2756.4,2060 warmer Sommer mit Klimaschutz,r6n10091,7.252,1.286,46435.2,64090.5,584651.8,13907.3,211611.8,32530,584651.8,64090.5
r6n10092,46.29,2060 warmer Sommer mit Klimaschutz,13.07,29.59,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1103,29.59,39.95,2060 warmer Sommer mit Klimaschutz,r6n10092,7.319,0.7001,40230.1,74063.4,453043.2,20624,232179.6,35380.6,453043.2,74063.4
r6n10093,45.45,2060 Durchschnittsjahr mit Klimaschutz,21.28,30.78,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1861,30.78,2620.1,2060 Durchschnittsjahr mit Klimaschutz,r6n10093,7.345,0.7885,29054.1,60867,518679.8,18366.1,205217.8,31654,518679.8,60867
r6n10094,2.571,2000 Durchschnittsjahr,80.14,8.111,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1818,8.111,440.3,2000 Durchschnittsjahr,r6n10094,7.457,1.121,27737.7,73361.8,553070.1,14629.9,212925,31994.5,553070.1,73361.8
r6n10095,97.59,2000 Durchschnittsjahr,72.66,38.18,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1838,38.18,1615.2,2000 Durchschnittsjahr,r6n10095,7.453,1.989,34601.3,83556.5,611075.7,11489.6,223839.2,33099.9,611075.7,83556.5
r6n10096,23.27,2060 warmer Sommer mit Klimaschutz,31.84,20.69,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1962,20.69,2163.1,2060 warmer Sommer mit Klimaschutz,r6n10096,7.275,0.669,38688.4,55892.7,514642.9,18750,205665.6,32147.4,514642.9,55892.7
r6n10097,6.02,2000 Durchschnittsjahr,20.47,39.84,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1713,39.84,2949.6,2000 Durchschnittsjahr,r6n10097,7.528,0.5387,21220.8,66745.3,465311.2,24107,217976,33448,465311.2,66745.3
r6n10098,64.78,2060 warmer Sommer mit Klimaschutz,26.84,12.99,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1582,12.99,797.2,2060 warmer Sommer mit Klimaschutz,r6n10098,7.278,0.8407,41083.2,62295.2,517804.2,16800,211416,32644.2,517804.2,62295.2
r6n10099,75.17,2060 warmer Sommer mit Klimaschutz,61.85,54.33,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1725,54.33,2374.5,2060 warmer Sommer mit Klimaschutz,r6n10099,7.328,1.959,51468.9,74695.5,611981.6,12131.8,224397.3,33936.1,611981.6,74695.5
r6n10100,9.38,2060 warmer Sommer mit Klimaschutz,53.09,56.06,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1583,56.06,712.5,2060 warmer Sommer mit Klimaschutz,r6n10100,7.36,1.311,43518.1,70707.5,528472.9,15115.8,220128.1,33503.5,528472.9,70707.5
r6n10101,94.23,2060 warmer Sommer mit Klimaschutz,65.2,84.43,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1785,84.43,898.4,2060 warmer Sommer mit Klimaschutz,r6n10101,7.353,2.403,56401.3,80495.7,630062.2,11085.7,232562.5,34914.7,630062.2,80495.7
r6n10102,50.94,2060 Durchschnittsjahr mit Klimaschutz,79.89,15.83,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1061,15.83,2223.4,2060 Durchschnittsjahr mit Klimaschutz,r6n10102,7.471,1.729,39674.7,87208.3,598833.2,12818.2,233789.1,34576.4,598833.2,87208.3
r6n10103,77.25,2060 warmer Sommer mit Klimaschutz,48.38,63.39,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1442,63.39,2502.4,2060 warmer Sommer mit Klimaschutz,r6n10103,7.354,1.85,48651.8,77330,594500.1,12712.3,226975.6,34178.4,594500.1,77330
r6n10104,56.08,2060 Durchschnittsjahr mit Klimaschutz,39.51,8.19,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1018,8.19,2481.5,2060 Durchschnittsjahr mit Klimaschutz,r6n10104,7.482,0.9716,31329.3,82935.3,546356.3,16057.6,229392.6,34145,546356.3,82935.3
r6n10105,52.35,2000 Durchschnittsjahr,18.8,69.28,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1679,69.28,100.1,2000 Durchschnittsjahr,r6n10105,7.43,1.114,24473.2,75338.5,486056.2,16044.6,215933.3,32368.2,486056.2,75338.5
r6n10106,90.13,2060 warmer Sommer mit Klimaschutz,84.19,78.44,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1162,78.44,1092.9,2060 warmer Sommer mit Klimaschutz,r6n10106,7.425,2.736,60066.2,91245.9,659996.9,10337.6,246551.2,36524.1,659996.9,91245.9
r6n10107,20.94,2060 Durchschnittsjahr mit Klimaschutz,17.89,67.45,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1773,67.45,1959.7,2060 Durchschnittsjahr mit Klimaschutz,r6n10107,7.424,0.8272,28228.9,65887.3,498968.6,19329.7,212590.7,32555.6,498968.6,65887.3
r6n10108,10.02,2000 Durchschnittsjahr,29.72,0.4967,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1189,0.4967,2553.3,2000 Durchschnittsjahr,r6n10108,7.596,0.3587,21491.9,77773.5,468216.7,24966,233161.1,35248.1,468216.7,77773.5
